eventType,eventTime,symbol,newClientOrderId,side,orderType,quantity,price,orderId,orderTime,lastTradeQuantity,totalTradeQuantity,priceLastTrade,commission,commissionAsset,tradeId,isBuyerMaker,creationTime,totalQuoteTradeQuantity,_id
executionReport,8:44:32 AM,DOGEUSD,HcKZ8RcWT0Qnt5WkUxwdhN,BUY,LIMIT,265.00000000,0.1887,112052443,8:44:32 AM,265.00000000,265.00000000,0.1887,0.00012191,BNB,13836307,true,8:41:35 AM,50.0055,0C1fbjcf1KHvCsy0
executionReport,3:29:00 PM,DOGEUSD,OFZLgUExEorM19wl0700tH,SELL,LIMIT,283.00000000,0.1766,112597418,3:29:00 PM,283.00000000,283.00000000,0.1766,0.00012132,BNB,13858981,true,3:28:58 PM,49.9778,0CcXkfC3xsH7CTu1
executionReport,10:29:41 AM,DOGEUSD,y84ryBWKRaRycLNuJbeIin,SELL,LIMIT,260.00000000,0.1921,117341816,10:29:41 AM,260.00000000,260.00000000,0.1921,0.00012777,BNB,14076768,true,10:29:33 AM,49.9460,0JC1FisQwx1SRBdb
executionReport,11:53:41 AM,DOGEUSD,WurgE1gQTUiB5EHH8iOxpL,SELL,LIMIT,239.00000000,0.2089,110857080,11:53:41 AM,239.00000000,239.00000000,0.2089,0.00011622,BNB,13794565,true,11:53:37 AM,49.9271,0JtkKyMDnk8avppp
executionReport,1:05:03 PM,DOGEUSD,WAc2bBvipnVVZUG51pHHVR,BUY,LIMIT,272.00000000,0.1837,112137243,1:05:03 PM,272.00000000,272.00000000,0.1837,0.00012069,BNB,13840267,true,1:04:29 PM,49.9664,0Nf6Vy5o1drbn6nf
executionReport,12:48:26 AM,DOGEUSD,30qfI779Gp9c5oONfp3M1k,SELL,LIMIT,262.00000000,0.1912,111473152,12:48:26 AM,262.00000000,262.00000000,0.1912,0.00012691,BNB,13820199,true,12:48:22 AM,50.0944,0PZ5QFSsgyopL71r
executionReport,8:02:58 AM,DOGEUSD,Ukx4E93IQaefx0DX7124ho,BUY,LIMIT,256.00000000,0.1948,117308326,8:02:58 AM,256.00000000,256.00000000,0.1948,0.00012506,BNB,14075381,true,8:02:33 AM,49.8688,0XBnev14ok0JzP8Q
executionReport,1:39:51 AM,DOGEUSD,eyx559z9yObTM0w78SaHmN,SELL,LIMIT,265.00000000,0.1887,111488830,1:39:51 AM,265.00000000,265.00000000,0.1887,0.00012806,BNB,13820641,true,1:39:42 AM,50.0055,0eWbFXjeLlurhjnT
executionReport,6:36:52 AM,DOGEUSD,ZMaPJGrDiY338KrReNu2y0,SELL,LIMIT,280.00000000,0.1785,112422151,6:36:52 AM,280.00000000,280.00000000,0.1785,0.00012411,BNB,13851739,true,6:36:52 AM,49.9800,0gN7qQ2rdGV2AIQP
executionReport,1:16:53 PM,DOGEUSD,YHCtHR8Wak9CyeUJxMMHTi,BUY,LIMIT,275.00000000,0.1812,112141273,1:16:53 PM,275.00000000,275.00000000,0.1812,0.00012119,BNB,13840980,true,1:10:56 PM,49.8300,0i3HRfvvpOcRR6L6
executionReport,7:25:01 PM,DOGEUSD,umsOS2eaYRRrgseXC8hC29,SELL,LIMIT,288.00000000,0.1734,112661528,7:25:01 PM,288.00000000,288.00000000,0.1734,0.00012288,BNB,13861983,true,7:24:58 PM,49.9392,0jdi2DJqnWrhgurR
executionReport,7:38:53 AM,DOGEUSD,ACE5oQtuiTagxrIeZyNkWl,SELL,LIMIT,285.00000000,0.1752,112447950,7:38:53 AM,74.00000000,285.00000000,0.1752,0.00003221,BNB,13852914,true,7:38:42 AM,49.9320,0kfYIXAsI2msB6Oi
executionReport,9:26:06 AM,DOGEUSD,mlb7ybLU85Z5sI4NMptO9J,BUY,LIMIT,267.00000000,0.1873,112068152,9:26:06 AM,267.00000000,267.00000000,0.1873,0.00012212,BNB,13836910,true,9:25:57 AM,50.0091,0ntjhtETGvaNpjtj
executionReport,7:19:33 AM,DOGEUSD,LP6S3hr6A1MYR52h2ZoXxd,SELL,LIMIT,284.00000000,0.1761,112438790,7:19:33 AM,284.00000000,284.00000000,0.1761,0.00012409,BNB,13852428,true,7:19:25 AM,50.0124,0plVJzfoNRdTjiMt
executionReport,11:38:26 PM,DOGEUSD,s7SJrVd3NTxgTjKHR0RihX,BUY,LIMIT,236.00000000,0.2116,110407277,11:38:26 PM,236.00000000,236.00000000,0.2116,0.00011890,BNB,13783498,true,11:10:14 PM,49.9376,0slNJgM9jDrO0XQS
executionReport,8:44:34 AM,DOGEUSD,SPIOk6mtFuf6yiXxiI0ziK,SELL,LIMIT,265.00000000,0.1887,112053814,8:44:34 AM,265.00000000,265.00000000,0.1887,0.00012186,BNB,13836312,true,8:44:32 AM,50.0055,0sqc7Dbh6XvB9Slj
executionReport,12:02:57 AM,DOGEUSD,72yHVJs1wOcu7pPYZSMmkr,BUY,LIMIT,257.00000000,0.1944,111920145,12:02:57 AM,257.00000000,257.00000000,0.1944,0.00012312,BNB,13832986,true,12:02:20 AM,49.9608,0vs1rgmROjsxnf2A
executionReport,1:11:10 PM,DOGEUSD,inYH1HxUvLeLOksNoqhuM3,BUY,LIMIT,232.00000000,0.2151,110235634,1:11:10 PM,232.00000000,232.00000000,0.2151,0.00011817,BNB,13778020,true,1:10:37 PM,49.9032,0wShtYitT5FxiVNT
executionReport,12:12:21 PM,DOGEUSD,ESPnqJZIzg19FKvQv1NIXC,SELL,LIMIT,267.00000000,0.1873,112116005,12:12:21 PM,267.00000000,267.00000000,0.1873,0.00011967,BNB,13838717,true,12:12:20 PM,50.0091,12skE5FIanMVBiJo
executionReport,12:18:51 PM,DOGEUSD,sf4VUcUBv20tVbkOutMU1e,SELL,LIMIT,270.00000000,0.1850,112119625,12:18:51 PM,270.00000000,270.00000000,0.1850,0.00012063,BNB,13839204,true,12:18:46 PM,49.9500,14jb3fgVosun41GB
executionReport,6:31:30 AM,DOGEUSD,xAQvJf2UW6AD43AEI9Oh4e,BUY,LIMIT,234.00000000,0.2132,110777114,6:31:30 AM,234.00000000,234.00000000,0.2132,0.00011501,BNB,13792369,true,6:07:38 AM,49.8888,16ifmmJP7IF5cUGr
executionReport,7:42:08 AM,DOGEUSD,27HpndAyvoEvjFgYIcsH4z,BUY,LIMIT,285.00000000,0.1749,112448063,7:42:08 AM,285.00000000,285.00000000,0.1749,0.00012360,BNB,13853064,true,7:38:54 AM,49.8465,17ZJdvJOCdDna985
executionReport,11:40:34 AM,DOGEUSD,bMDChfR7fWIahGVMRcz4aR,BUY,LIMIT,237.00000000,0.2108,110850326,11:40:34 AM,237.00000000,237.00000000,0.2108,0.00011635,BNB,13794281,true,11:25:18 AM,49.9596,1Kb6LMNcYnnWTgw6
executionReport,7:19:33 AM,DOGEUSD,KUNzOORSvhUulP9a95eJKw,SELL,LIMIT,284.00000000,0.1761,112438794,7:19:33 AM,189.00000000,284.00000000,0.1761,0.00008264,BNB,13852430,true,7:19:25 AM,50.0124,1X5e0h4fwBhjVaqi
executionReport,5:16:06 AM,DOGEUSD,7ozQ68ENadvh8NPg1k78vW,BUY,LIMIT,277.00000000,0.1801,112387351,5:16:06 AM,277.00000000,277.00000000,0.1801,0.00012270,BNB,13850700,true,4:48:42 AM,49.8877,1bk7zsZmxtaRRErt
executionReport,6:01:36 AM,DOGEUSD,yvTsUz5jcLy0iVeoQiY1K6,SELL,LIMIT,234.00000000,0.2138,110774505,6:01:36 AM,234.00000000,234.00000000,0.2138,0.00011502,BNB,13792175,true,6:01:35 AM,50.0292,1civ8Fbe2dMTxCkc
executionReport,8:08:42 PM,DOGEUSD,MWVFJRMbsiwFU7UTB0RdBI,BUY,LIMIT,253.00000000,0.1974,111862851,8:08:42 PM,253.00000000,253.00000000,0.1974,0.00012183,BNB,13831166,true,8:05:00 PM,49.9422,1dvnyGDC4naKGlC8
executionReport,12:21:10 PM,DOGEUSD,ZDinpjNfwaVzNh1BQLKx9C,BUY,LIMIT,271.00000000,0.1842,112120598,12:21:10 PM,271.00000000,271.00000000,0.1842,0.00012050,BNB,13839321,true,12:20:37 PM,49.9182,1eV1zI29KrFkxk6t
executionReport,2:55:33 PM,DOGEUSD,2v1tEdWBzYqxkkci0LWcfg,SELL,LIMIT,282.00000000,0.1776,112589276,2:55:33 PM,180.00000000,282.00000000,0.1776,0.00007771,BNB,13858500,true,2:55:25 PM,50.0832,1o7Uxs7rOz0QwCwv
executionReport,4:10:31 PM,DOGEUSD,3a09TxpfVBm2hq0Q5pEdjb,SELL,LIMIT,226.00000000,0.2208,109790350,4:10:31 PM,226.00000000,226.00000000,0.2208,0.00011952,BNB,13763172,true,4:10:26 PM,49.9008,1oHc2u2i6WHOQaNe
executionReport,4:11:30 PM,DOGEUSD,8V5VR5tNDrcKXrmpH7sK30,SELL,LIMIT,238.00000000,0.2100,110303028,4:11:30 PM,238.00000000,238.00000000,0.2100,0.00012018,BNB,13780444,true,4:11:28 PM,49.9800,1qf1A0JFtsmOLbaZ
executionReport,6:27:54 AM,DOGEUSD,OlrfqnFsQ759hHKl9OWAqo,SELL,LIMIT,279.00000000,0.1790,112418285,6:27:54 AM,279.00000000,279.00000000,0.1790,0.00012385,BNB,13851602,true,6:27:51 AM,49.9410,1rVWzbQ2CJ1mUrxL
executionReport,8:35:44 AM,DOGEUSD,1Lhr6srhi010SdrTvpxD5s,BUY,LIMIT,248.00000000,0.2010,111167741,8:35:44 AM,248.00000000,248.00000000,0.2010,0.00012103,BNB,13805727,true,8:33:33 AM,49.8480,1vadZK3V6Uy2LFZl
executionReport,10:07:39 PM,DOGEUSD,jG9PNQ8dLjTlvKgdtmdvBk,SELL,LIMIT,295.00000000,0.1694,112726161,10:07:39 PM,295.00000000,295.00000000,0.1694,0.00012599,BNB,13865013,true,10:07:37 PM,49.9730,2IVWz5v3xCmmjIlc
executionReport,1:04:59 AM,DOGEUSD,THYTUOus6vcaEItAUWNkcv,BUY,LIMIT,263.00000000,0.1900,111474863,1:04:59 AM,263.00000000,263.00000000,0.1900,0.00012709,BNB,13820351,true,12:54:31 AM,49.9700,2KUiL6TWwtuHsnuW
executionReport,7:34:22 PM,DOGEUSD,DLkxA2NfbHypBYGmO9LmGy,BUY,LIMIT,291.00000000,0.1718,112665386,7:34:22 PM,291.00000000,291.00000000,0.1718,0.00012349,BNB,13862367,true,7:32:17 PM,49.9938,2KzqtLw9ZXDWYcYY
executionReport,7:41:12 PM,DOGEUSD,dPV8LJiH5ZuFskGUOfYnnY,BUY,LIMIT,292.00000000,0.1712,112666986,7:41:12 PM,292.00000000,292.00000000,0.1712,0.00012387,BNB,13862567,true,7:34:41 PM,49.9904,2Li93klRkqFbORVe
executionReport,6:28:33 AM,DOGEUSD,WvZHywbaE5DMRmQFSi0ho9,SELL,LIMIT,279.00000000,0.1789,112418643,6:28:33 AM,279.00000000,279.00000000,0.1789,0.00012383,BNB,13851651,true,6:28:33 AM,49.9131,2MKW2GNuHBNIUlQ0
executionReport,1:16:19 PM,DOGEUSD,c2RVrvkL3LIih299FMvkjG,BUY,LIMIT,234.00000000,0.2131,110238962,1:16:19 PM,234.00000000,234.00000000,0.2131,0.00011925,BNB,13778220,true,1:16:14 PM,49.8654,2QvwdEsh3g33OqYL
executionReport,9:26:13 AM,DOGEUSD,1BleFCfDkNfSWrVNQlZ5fV,SELL,LIMIT,267.00000000,0.1874,112068253,9:26:13 AM,267.00000000,267.00000000,0.1874,0.00012210,BNB,13836929,true,9:26:06 AM,50.0358,2VxTrynEFOIB2zAv
executionReport,11:40:11 AM,DOGEUSD,QkY4Tb43TPdhilMAd4bncn,SELL,LIMIT,250.00000000,0.2003,111731957,11:40:11 AM,250.00000000,250.00000000,0.2003,0.00012057,BNB,13826992,true,11:40:01 AM,50.0750,2WKFQadz1ewf3roj
executionReport,3:23:03 AM,DOGEUSD,0Ztg7vTHmgr9h41JK4Dep7,SELL,LIMIT,230.00000000,0.2171,110057654,3:23:03 AM,230.00000000,230.00000000,0.2171,0.00011986,BNB,13774326,true,3:22:59 AM,49.9330,2aAkWbaXU1RLbYVc
executionReport,7:34:40 PM,DOGEUSD,sIw1pSYAu6QBBI7nxsvYZE,BUY,LIMIT,291.00000000,0.1713,112666921,7:34:40 PM,291.00000000,291.00000000,0.1713,0.00012327,BNB,13862435,true,7:34:36 PM,49.8483,2beAeInKcSDAqOe0
executionReport,9:48:06 AM,DOGEUSD,n4s8GPckangVUIa8IJYNZd,SELL,LIMIT,233.00000000,0.2149,110180445,9:48:06 AM,233.00000000,233.00000000,0.2149,0.00012020,BNB,13776678,true,9:47:59 AM,50.0717,2f6fUOAc2gFTG1gw
executionReport,6:34:07 AM,DOGEUSD,pK6iLSGTj5mLEIz7NTfsfY,SELL,LIMIT,233.00000000,0.2148,110116387,6:34:07 AM,233.00000000,233.00000000,0.2148,0.00012018,BNB,13775203,true,6:34:05 AM,50.0484,2hmwzHj66maNb1yJ
executionReport,8:45:08 AM,DOGEUSD,T19OE1v2UwSdmq5FRxEd5H,BUY,LIMIT,265.00000000,0.1882,112054047,8:45:08 AM,265.00000000,265.00000000,0.1882,0.00012177,BNB,13836355,true,8:44:51 AM,49.8730,2mD0nNubZGSNzmiY
executionReport,7:11:40 AM,DOGEUSD,gayqoggr9GPVdfN46Pmtvt,SELL,LIMIT,236.00000000,0.2120,110793282,7:11:40 AM,236.00000000,236.00000000,0.2120,0.00011628,BNB,13792599,true,7:11:39 AM,50.0320,2pStHONyj1KBVV6O
executionReport,12:44:48 PM,DOGEUSD,buY59G9BOwi52O0XCCgsHP,SELL,LIMIT,243.00000000,0.2057,110877883,12:44:48 PM,243.00000000,243.00000000,0.2057,0.00011866,BNB,13795863,true,12:44:43 PM,49.9851,2rUiVh7rq9p3c0xM
executionReport,12:21:10 PM,DOGEUSD,187Du0F5qSlpyOvQ1o7T4U,BUY,LIMIT,271.00000000,0.1842,112120599,12:21:10 PM,271.00000000,271.00000000,0.1842,0.00012050,BNB,13839322,true,12:20:37 PM,49.9182,2sqFD1DvbrEVvyqE
executionReport,6:35:02 AM,DOGEUSD,GMx1AE1w7mQVncONk8br1k,BUY,LIMIT,279.00000000,0.1786,112418662,6:35:02 AM,279.00000000,279.00000000,0.1786,0.00012375,BNB,13851698,true,6:28:33 AM,49.8294,2swugImdD12HlXGV
executionReport,12:50:01 AM,DOGEUSD,CcXBM4duM263OOHnzEdjtP,BUY,LIMIT,262.00000000,0.1905,111473500,12:50:01 AM,262.00000000,262.00000000,0.1905,0.00012663,BNB,13820217,true,12:49:30 AM,49.9110,2tBovp3y8H33hgDt
executionReport,9:33:13 AM,DOGEUSD,XwlOGRw2zox5DG5NurfHzR,SELL,LIMIT,232.00000000,0.2159,110174759,9:33:13 AM,232.00000000,232.00000000,0.2159,0.00011971,BNB,13776567,true,9:33:10 AM,50.0888,2vwdPETnZdtnmmaL
executionReport,10:31:24 PM,DOGEUSD,AEjhUsHNC8YR9NoNLnOuGH,BUY,LIMIT,254.00000000,0.1968,111894717,10:31:24 PM,254.00000000,254.00000000,0.1968,0.00012204,BNB,13832361,true,10:02:38 PM,49.9872,2y8zWwssvo8uh1Qs
executionReport,11:53:26 AM,DOGEUSD,xqBa5vlq6E0HWE3lSQNszr,BUY,LIMIT,238.00000000,0.2099,110856195,11:53:26 AM,238.00000000,238.00000000,0.2099,0.00011642,BNB,13794378,true,11:51:54 AM,49.9562,2yF82ICPEl7Z91oR
executionReport,2:52:04 PM,DOGEUSD,Le4ptKAW6adNn1wfKFlHNq,SELL,LIMIT,281.00000000,0.1778,112588205,2:52:04 PM,281.00000000,281.00000000,0.1778,0.00012129,BNB,13858363,true,2:51:57 PM,49.9618,33NA3sBFHW7ltZev
executionReport,4:42:15 AM,DOGEUSD,VaKKXQdHee6Kge6reyhMEN,SELL,LIMIT,277.00000000,0.1806,112384385,4:42:15 AM,277.00000000,277.00000000,0.1806,0.00012269,BNB,13850454,true,4:42:12 AM,50.0262,35CUDpxxmbOFmvyg
executionReport,1:08:59 PM,DOGEUSD,WCZuYGBl5qxp4oBe026xIJ,BUY,LIMIT,273.00000000,0.1827,112139293,1:08:59 PM,273.00000000,273.00000000,0.1827,0.00012036,BNB,13840520,true,1:08:37 PM,49.8771,36aDNCKQYOeADrYH
executionReport,6:02:00 AM,DOGEUSD,ObT5WnktG13aXL4DKRa0vo,SELL,LIMIT,234.00000000,0.2139,110774715,6:02:00 AM,234.00000000,234.00000000,0.2139,0.00011536,BNB,13792194,true,6:01:53 AM,50.0526,37M80SIagWrOa4PP
executionReport,7:38:53 AM,DOGEUSD,YQYYLOd0Nxuk8Rvx9NXvAJ,SELL,LIMIT,285.00000000,0.1752,112448032,7:38:53 AM,285.00000000,285.00000000,0.1752,0.00012366,BNB,13852918,true,7:38:53 AM,49.9320,3OAWjB108KUcE8X8
executionReport,1:18:50 PM,DOGEUSD,RR1IqDn2dJONQxp7cQdFjs,BUY,LIMIT,276.00000000,0.1811,112144755,1:18:50 PM,276.00000000,276.00000000,0.1811,0.00012133,BNB,13841070,true,1:16:52 PM,49.9836,3V2TxUduRY7LxAZX
executionReport,10:02:32 PM,DOGEUSD,WFltEvXE0jFHVuiF9jAF8W,SELL,LIMIT,295.00000000,0.1696,112723564,10:02:32 PM,295.00000000,295.00000000,0.1696,0.00012567,BNB,13864811,true,10:02:31 PM,50.0320,3WpSaCFmZAPTe5B6
executionReport,3:16:02 AM,DOGEUSD,2s89yrCJercaaX2zxz7LaI,BUY,LIMIT,237.00000000,0.2109,110462094,3:16:02 AM,237.00000000,237.00000000,0.2109,0.00011943,BNB,13784557,true,3:15:41 AM,49.9833,3WruAMPIzinTaFSs
executionReport,2:37:20 AM,DOGEUSD,Q6mnGJgXYOQ44OB54eqbWa,SELL,LIMIT,236.00000000,0.2116,110453638,2:37:20 AM,236.00000000,236.00000000,0.2116,0.00011888,BNB,13784346,true,2:37:15 AM,49.9376,3YZCPXncucsuCsQR
executionReport,1:53:24 PM,DOGEUSD,kZfpiaELOBRbF7IABdoWsm,SELL,LIMIT,277.00000000,0.1808,112159433,1:53:24 PM,277.00000000,277.00000000,0.1808,0.00012146,BNB,13841891,true,1:53:23 PM,50.0816,3aGGVsHfSavptIns
executionReport,7:24:36 PM,DOGEUSD,U6wj2QsKVhi08272XN0Oz8,BUY,LIMIT,288.00000000,0.1736,112652992,7:24:36 PM,288.00000000,288.00000000,0.1736,0.00012303,BNB,13861944,true,6:54:49 PM,49.9968,3cN3cJPyH8KZCmfh
executionReport,12:44:35 PM,DOGEUSD,ZYBqtUrgdwR6V8efCDn7im,SELL,LIMIT,243.00000000,0.2059,110877748,12:44:35 PM,243.00000000,243.00000000,0.2059,0.00011837,BNB,13795840,true,12:44:34 PM,50.0337,3dWlfUBkQf7qKFcp
executionReport,4:00:19 PM,DOGEUSD,sL4QbBLvg7Buin5vutZvlt,BUY,LIMIT,236.00000000,0.2114,110295689,4:00:19 PM,236.00000000,236.00000000,0.2114,0.00011922,BNB,13780210,true,3:49:49 PM,49.8904,3dXyUv0Q5echUDOn
executionReport,6:35:02 AM,DOGEUSD,wgNnezGTifzyfqqfHsBPeG,BUY,LIMIT,279.00000000,0.1786,112418659,6:35:02 AM,196.00000000,279.00000000,0.1786,0.00008694,BNB,13851695,true,6:28:33 AM,49.8294,3dYD8Yl5VxEQ1tdq
executionReport,1:07:47 PM,DOGEUSD,AI4J9ge1E2Pe0Tpx5rdLFl,SELL,LIMIT,273.00000000,0.1832,112138778,1:07:47 PM,273.00000000,273.00000000,0.1832,0.00012069,BNB,13840437,true,1:07:43 PM,50.0136,3etQOIcgsCdqLElk
executionReport,1:53:23 PM,DOGEUSD,9gly6uri1NN0xz4IMWVWGX,BUY,LIMIT,276.00000000,0.1807,112158474,1:53:23 PM,276.00000000,276.00000000,0.1807,0.00012111,BNB,13841871,true,1:51:30 PM,49.8732,3ev32Ge8Z104RU0o
executionReport,8:52:05 PM,DOGEUSD,7iSCj1ouMo6cSmwL404KD0,SELL,LIMIT,233.00000000,0.2150,110667806,8:52:05 PM,233.00000000,233.00000000,0.2150,0.00011632,BNB,13789740,true,8:52:02 PM,50.0950,3inJoL6uOVFX8tKm
executionReport,7:08:01 AM,DOGEUSD,mUYXgDTXRAgTUuGGSGLNPF,SELL,LIMIT,247.00000000,0.2024,111145441,7:08:01 AM,247.00000000,247.00000000,0.2024,0.00012057,BNB,13805261,true,7:07:53 AM,49.9928,3kEYdFzcvKuhNNAu
executionReport,1:15:26 PM,DOGEUSD,kovMpMwPKVhhH3h6V4aPB4,BUY,LIMIT,233.00000000,0.2141,110185935,1:15:26 PM,233.00000000,233.00000000,0.2141,0.00011904,BNB,13778119,true,10:01:27 AM,49.8853,3maVGap7ove9bkWx
executionReport,12:02:57 AM,DOGEUSD,Xska713Pd4Xx2YDLZOy6Gc,BUY,LIMIT,257.00000000,0.1944,111920146,12:02:57 AM,257.00000000,257.00000000,0.1944,0.00012312,BNB,13832987,true,12:02:20 AM,49.9608,3rcLDbga9Nc5JW2i
executionReport,11:23:47 PM,DOGEUSD,EvGB27tjp5iY6nq1qPfdAT,SELL,LIMIT,255.00000000,0.1961,111911392,11:23:47 PM,255.00000000,255.00000000,0.1961,0.00012244,BNB,13832721,true,11:23:46 PM,50.0055,3w7riaWyUVbKFOrJ
executionReport,7:31:31 PM,DOGEUSD,EUC2MPAnoqwCSrmE025V2v,SELL,LIMIT,290.00000000,0.1724,112664709,7:31:31 PM,290.00000000,290.00000000,0.1724,0.00012342,BNB,13862226,true,7:31:26 PM,49.9960,3xSawKbkWgi7JkMw
executionReport,6:01:53 AM,DOGEUSD,iTnOrl9OBV8I3DuG1wxzUN,BUY,LIMIT,234.00000000,0.2136,110774634,6:01:53 AM,234.00000000,234.00000000,0.2136,0.00011522,BNB,13792189,true,6:01:44 AM,49.9824,3xsBWJZ2RUvAhObv
executionReport,2:57:14 PM,DOGEUSD,tbqEXzFzgLr4XSfD3vudnc,BUY,LIMIT,282.00000000,0.1773,112589320,2:57:14 PM,282.00000000,282.00000000,0.1773,0.00012133,BNB,13858562,true,2:55:34 PM,49.9986,3yOfR3DZtVvslUZP
executionReport,12:17:56 PM,DOGEUSD,I1STVXQiLlvifZGInGwYZf,BUY,LIMIT,269.00000000,0.1853,112118165,12:17:56 PM,269.00000000,269.00000000,0.1853,0.00012031,BNB,13839071,true,12:16:16 PM,49.8457,3zdoPQXcCO8iqRUU
executionReport,7:13:14 AM,DOGEUSD,paVnddyEmtlNGyR6Kxcp3X,BUY,LIMIT,280.00000000,0.1780,112422509,7:13:14 AM,280.00000000,280.00000000,0.1780,0.00012390,BNB,13852096,true,6:37:37 AM,49.8400,47HhW7CEFJI1tTAx
executionReport,1:39:00 AM,DOGEUSD,iDobjRxxkwkZgAYlclRsYC,BUY,LIMIT,264.00000000,0.1889,111487350,1:39:00 AM,264.00000000,264.00000000,0.1889,0.00012750,BNB,13820622,true,1:34:51 AM,49.8696,48bEXW4igSkZOJIZ
executionReport,4:48:41 AM,DOGEUSD,Bnvwi0PCBtRtIWhE5qgEbx,BUY,LIMIT,277.00000000,0.1803,112384447,4:48:41 AM,277.00000000,277.00000000,0.1803,0.00012284,BNB,13850524,true,4:42:15 AM,49.9431,49jIthJO8z4vBtjr
executionReport,10:01:20 AM,DOGEUSD,4NJIqqcF6E1lTOIkJXvrwd,BUY,LIMIT,233.00000000,0.2144,110184460,10:01:20 AM,215.00000000,233.00000000,0.2144,0.00011062,BNB,13776764,true,9:58:11 AM,49.9552,4FxF4AThLTBKPVq4
executionReport,7:38:28 AM,DOGEUSD,rQ36j8d7vCXy4c7KLbaeJN,SELL,LIMIT,285.00000000,0.1754,112447628,7:38:28 AM,285.00000000,285.00000000,0.1754,0.00012391,BNB,13852882,true,7:38:21 AM,49.9890,4GuloeJfNI6kZaot
executionReport,6:44:49 AM,DOGEUSD,GIgdS54P1PCNL87TfB5kxl,BUY,LIMIT,234.00000000,0.2130,110783224,6:44:49 AM,234.00000000,234.00000000,0.2130,0.00011493,BNB,13792423,true,6:31:56 AM,49.8420,4HS2JCXTFBkTnYwG
executionReport,4:11:30 PM,DOGEUSD,gSBkhX2CvGuMwwELwbD5z7,SELL,LIMIT,238.00000000,0.2100,110303027,4:11:30 PM,238.00000000,238.00000000,0.2100,0.00012018,BNB,13780443,true,4:11:28 PM,49.9800,4IdoYAsZjhr4UQVa
executionReport,12:44:34 PM,DOGEUSD,GLncc5TmMicKpMWLfAbNN1,BUY,LIMIT,243.00000000,0.2058,110872095,12:44:34 PM,144.00000000,243.00000000,0.2058,0.00007026,BNB,13795836,true,12:25:10 PM,50.0094,4Jkt5ulP5PFMlflu
executionReport,1:55:20 PM,DOGEUSD,808jWt8CV4gSrVPN58xvo3,BUY,LIMIT,277.00000000,0.1805,112159455,1:55:20 PM,277.00000000,277.00000000,0.1805,0.00012147,BNB,13841967,true,1:53:25 PM,49.9985,4MrH4GxATgpcIfYL
executionReport,5:59:13 AM,DOGEUSD,iTzsHMp25CaANmLBWuzjSC,SELL,LIMIT,231.00000000,0.2169,110103645,5:59:13 AM,231.00000000,231.00000000,0.2169,0.00011958,BNB,13774812,true,5:59:09 AM,50.1039,4RgS7JtUfD0VvY1D
executionReport,10:07:26 PM,DOGEUSD,HxnoaN8BQkZYjFcZrhABMb,BUY,LIMIT,295.00000000,0.1692,112725588,10:07:26 PM,295.00000000,295.00000000,0.1692,0.00012593,BNB,13865004,true,10:06:25 PM,49.9140,4TF43vjYErNUxovd
executionReport,5:11:04 AM,DOGEUSD,SYNT18SrwIDT2EiuXNr5tp,BUY,LIMIT,253.00000000,0.1976,117269366,5:11:04 AM,253.00000000,253.00000000,0.1976,0.00012444,BNB,14074334,true,5:03:17 AM,49.9928,4UrR8jvRj2XUc7kd
executionReport,4:11:27 PM,DOGEUSD,N3UZ52Rwr3rsY8K7PZkoO8,SELL,LIMIT,238.00000000,0.2099,110302954,4:11:27 PM,238.00000000,238.00000000,0.2099,0.00012018,BNB,13780442,true,4:11:25 PM,49.9562,4VKiEoBRRzC3Tc2R
executionReport,10:01:27 AM,DOGEUSD,iQmITtPqfKtqejLLXRTDd0,SELL,LIMIT,233.00000000,0.2144,110185836,10:01:27 AM,233.00000000,233.00000000,0.2144,0.00012000,BNB,13776773,true,10:01:21 AM,49.9552,4WZDDSpriuIJpdwq
executionReport,12:18:51 PM,DOGEUSD,5uq6RfKrhNoKMbGVtZn2oE,SELL,LIMIT,270.00000000,0.1850,112119626,12:18:51 PM,270.00000000,270.00000000,0.1850,0.00012063,BNB,13839205,true,12:18:46 PM,49.9500,4ZAnZsVOxu3C5Y27
executionReport,1:18:47 PM,DOGEUSD,CjXISsRJH3pqW9dJ5XD7wa,BUY,LIMIT,275.00000000,0.1812,112144792,1:18:47 PM,145.00000000,275.00000000,0.1812,0.00006374,BNB,13841060,true,1:16:54 PM,49.8300,4f0ynDXcfgnOL8NB
executionReport,11:52:30 PM,DOGEUSD,XMLFVnOPKj5c7hhLOtcszu,SELL,LIMIT,255.00000000,0.1958,111917146,11:52:30 PM,255.00000000,255.00000000,0.1958,0.00012198,BNB,13832833,true,11:52:26 PM,49.9290,4p6MWhHe82Sv9Cdh
executionReport,12:20:50 AM,DOGEUSD,vw46NU74Z34E9MzMaq7tiZ,BUY,LIMIT,237.00000000,0.2107,110423544,12:20:50 AM,237.00000000,237.00000000,0.2107,0.00011970,BNB,13783749,true,12:14:04 AM,49.9359,4qzeKmuxL6wFHW1A
executionReport,8:44:32 AM,DOGEUSD,69pes8wFSy6Vu15v5fCKdY,BUY,LIMIT,265.00000000,0.1887,112052442,8:44:32 AM,265.00000000,265.00000000,0.1887,0.00012191,BNB,13836306,true,8:41:35 AM,50.0055,4uwLk4io5JTa8UjA
